APPLICATION_NUMBER,TARGET
123472157,43253.5
123552163,136221.0
123489059,156937.0
123681260,107467.0
123726514,106674.0
123561588,45551.0
123549881,80802.5
123591467,104360.0
123500488,154877.0
123648638,107023.0
123674636,101788.0
123662102,52644.0
123575264,9057.5
123529009,162667.0
123608559,19666.0
123485249,19694.5
123681243,16225.5
123446133,1281.0
123660290,137981.5
123555612,9337.0
123628689,21725.0
123701642,79215.0
123449748,120137.5
123698107,157473.5
123428876,49799.0
123512528,142326.5
123426953,127376.0
123622629,17533.5
123606664,143558.0
123704197,145081.0
123728712,1313.5
123432742,137607.0
123522497,163528.5
123572320,12205.0
123723551,98983.0
123697955,91731.5
123672276,81635.0
123549105,143191.0
123603391,135428.5
123638144,38695.0
123700677,39813.0
123514036,82436.0
123646327,140270.5
123503794,46595.0
123662732,63063.0
123598450,26148.0
123660430,129008.0
123472390,24128.5
123580504,125224.5
123456003,132708.5
123560738,105174.5
123502102,31142.0
123511260,146651.0
123682993,60357.0
123675526,65398.5
123536093,130593.5
123708572,46123.5
123474070,126605.0
123446701,164882.0
123600179,110146.0
123503541,59225.5
123659318,155064.0
123487844,155504.0
123520561,145345.0
123710379,55324.5
123531572,42927.5
123721710,104458.5
123474989,136451.0
123562118,88843.5
123614083,153123.5
123469707,522.5
123697586,70680.5
123701436,17556.5
123429123,35863.0
123506473,118650.0
123497814,84635.0
123641541,104360.0
123662084,39723.5
123687027,103566.5
123597400,112126.5
123479695,104315.0
123724131,94017.0
123728483,151920.5
123651501,28181.0
123560993,2467.0
123460330,135915.0
123500844,1048.0
123481830,38636.0
123688931,22097.0
123458045,89233.0
123548288,42625.5
123712411,96642.5
123534032,81083.0
123590530,164982.0
123539826,78150.5
123462257,76299.5
123516883,124746.0
123462841,116824.0
123682283,91955.0
123605712,89298.5
123712724,145929.0
123611258,13586.0
123713754,4603.0
123656940,41480.0
123460399,160620.5
123548908,34534.0
123607111,27470.5
123648829,54356.5
123489790,130044.0
123516591,65521.0
123715652,7391.0
123667136,163777.0
123426441,41997.0
123567100,38613.5
123636640,7264.5
123683319,92481.0
123480631,161720.0
123452366,161673.0
123593673,160740.5
123484710,101824.0
123447029,144942.0
123512390,127218.5
123655783,61803.5
123503839,34144.0
123524459,86389.5
123692537,43388.0
123674493,96258.5
123626995,61541.0
123646065,36530.5
123588860,69538.0
123490970,15690.5
123460998,163605.5
123592408,76062.0
123668387,109283.5
123458611,36640.5
123683945,113245.0
123431278,160928.0
123624516,120646.0
123725812,72431.5
123484993,114940.5
123617117,22806.0
123700209,9091.5
123640339,52483.5
123623221,144157.5
123474436,162847.5
123424224,24617.5
123603341,24810.0
123427002,147597.0
123511220,73285.5
123495861,32630.0
123472896,19267.0
123683272,15293.0
123446981,160942.5
123445284,84205.0
123723277,29032.5
123513384,145048.5
123497583,12727.5
123593403,44126.0
123711622,19999.5
123557983,78695.0
123560199,56241.0
123497169,104995.5
123706240,44883.5
123441885,146017.0
123577895,69677.0
123434208,116630.0
123667148,133813.5
123677646,149157.5
123615438,30294.5
123465339,143335.0
123723129,87121.0
123711723,21012.5
123549425,150493.5
123632916,130282.0
123489359,90665.5
123471284,67411.0
123490149,34320.5
123513904,109376.0
123661331,126185.0
123651707,109916.0
123431964,68599.5
123561580,104820.0
123423914,123199.0
123525517,148047.0
123694116,76748.5
123545478,31039.0
123460486,73159.5
123617285,147828.5
123683345,68954.5
123563520,109185.5
123545623,84715.5
123659708,46244.0
123487408,80358.0
123430381,118306.0
123686050,147024.5
123466023,164449.5
123496372,56684.0
123710487,128719.5
123523278,102140.5
123563801,102792.5
123594630,142432.5
123591505,32936.0
123627606,54640.5
123562845,69519.5
123500129,1196.0
123525504,40494.0
123545896,82004.0
123598432,53535.0
123694370,5451.5
123470914,118683.5
123725230,148399.5
123638132,62712.0
123501810,68659.5
123687802,16491.5
123520410,19078.0
123625340,102443.0
123563024,98662.0
123430624,74937.5
123723356,70149.0
123653832,46126.5
123483475,126567.5
123481395,100500.0
123520795,88564.5
123615551,122996.5
123661703,18403.0
123705089,31285.0
123506782,74506.0
123513967,94515.5
123711665,86358.0
123644552,162486.5
123574590,103402.5
123645220,16559.0
123677049,125675.5
123622217,53589.0
123655170,159608.0
123696520,45625.0
123523436,89867.5
123468901,108910.0
123553957,24378.5
123606581,11875.0
123662951,18155.0
123593521,113744.5
123702554,7012.0
123634317,135891.0
123431145,102613.0
123500453,134370.5
123685563,105587.0
123615634,12160.5
123502153,97439.0
123664077,90121.0
123708177,82325.0
123682256,22031.5
123588341,16937.0
123511184,102307.0
123429269,143559.5
123498521,45484.0
123537586,144420.5
123681117,48869.5
123596493,4106.0
123658300,112655.0
123709501,52924.0
123496273,55340.5
123723019,70722.0
123482318,148145.0
123526259,32653.5
123705779,91659.5
123667833,141967.5
123603271,28788.5
123458013,103782.5
123632008,28388.5
123497510,67780.0
123464710,105863.0
123450887,56148.5
123640299,79586.0
123506424,29549.0
123692166,158038.0
123722872,30507.0
123469741,108376.0
123721822,24779.5
123479322,4631.0
123560630,8933.5
123690135,140601.5
123637633,146932.0
123710903,12778.5
123628953,100063.5
123717785,71720.0
123712076,160701.5
123440716,133276.5
123498192,52507.5
123647650,156692.5
123719236,46184.5
123610273,17653.0
123551965,78321.0
123445344,123230.0
123608326,101130.5
123646851,92842.0
123592537,124000.5
123588283,82758.0
123662168,20014.0
123535110,7660.5
123702226,55153.0
123624818,37753.5
123559225,90066.0
123692570,35404.0
123684868,91598.5
123672752,43169.5
123656030,94573.0
123665331,45685.5
123485254,66930.5
123563802,77147.0
123681456,40.0
123448002,11859.0
123427456,5434.5
123591217,109575.0
123613415,67725.5
123553837,133556.0
123681130,72181.5
123719358,32645.0
123622820,25983.5
123543843,111375.5
123485796,65818.5
123682895,62205.5
123446003,62617.0
123466339,82443.0
123653342,124745.5
123432760,130910.5
123717479,158438.5
123538412,85630.0
123690927,76097.0
123528739,45232.0
123625962,149634.5
123645363,15081.0
123508617,149220.0
123455450,1813.5
123539196,85131.0
123728144,152706.5
123622702,58867.0
123640741,12216.0
123680812,55859.5
123702168,40573.5
123687171,65930.5
123611957,103002.0
123483404,60369.5
123625287,96023.5
123462798,30045.5
123505170,25406.0
123484538,102293.5
123685886,159620.5
123531897,164668.0
123559443,116995.5
123673349,134512.0
123624051,18610.5
123681003,47138.0
123513409,7958.0
123701394,140239.0
123480096,106618.0
123705345,142882.0
123712856,25786.5
123648649,4810.0
123666212,161538.5
123571097,20588.5
123435811,150297.0
123478450,139980.5
123667608,146439.0
123721307,136175.0
123587981,57498.5
123613525,17464.5
123707621,79254.0
123667583,121540.0
123498755,160856.5
123620409,86508.5
123570958,111281.5
123429920,137435.5
123532534,88867.0
123443310,125679.5
123672562,52326.5
123633744,5781.0
123500529,116777.0
123523887,69644.0
123484387,106116.0
123604630,75692.5
123565692,26477.0
123540898,70645.0
123645888,92337.5
123519541,41447.5
123564581,118955.5
123503368,132921.5
123596015,84405.5
123445358,162045.0
123610988,89708.0
123711095,73578.0
123437761,63710.0
123430796,73218.5
123538507,105014.0
123719796,111987.5
123586990,115697.0
123503459,80458.5
123524785,104782.0
123535311,113264.0
123441137,41924.5
123457332,130318.0
123469710,71544.0
123622591,20401.0
123543042,164471.5
123684355,162075.0
123467301,80725.0
123573461,126673.0
123569617,2431.5
123559306,122260.5
123613245,7777.5
123622845,114124.5
123503443,49148.0
123566575,12936.0
123684269,41939.0
123673910,144278.0
123515000,1766.0
123721433,115481.0
123464374,73920.0
123484635,162823.0
123518190,105685.0
123494279,119563.5
123432539,126358.5
123606566,65047.0
123569415,145757.5
123525573,13975.5
123626449,65208.5
123484944,66175.5
123658126,41013.0
123682788,60872.0
123488689,96525.5
123599820,16874.0
123503635,87451.0
123653316,105277.5
123729002,56136.5
123636260,46763.5
123556742,76177.0
123609994,103228.0
123504935,34255.0
123568556,115909.0
123461557,124297.5
123718353,84966.0
123477634,129986.0
123488922,127064.5
123511328,80578.0
123451298,149261.0
123647843,32568.0
123723230,151747.5
123469512,67960.5
123712495,66526.0
123567727,92702.0
123531976,102588.0
123689093,127779.0
123652390,30127.0
123438214,129436.5
123427015,127359.0
123620700,93423.0
123460980,20809.0
123510475,241.0
123583795,37139.5
123611575,103800.5
123635551,49598.5
123471116,11096.5
123473869,113883.5
123600664,46349.0
123443238,61345.0
123448663,146830.5
123612156,104265.5
123564264,145942.5
123700636,47522.0
123500755,45107.0
123539851,97629.5
123709208,67994.5
123634565,112197.0
123704199,114332.0
123677517,8962.5
123641308,150763.0
123575475,129271.5
123477344,106961.5
123639162,65149.5
123464061,108774.0
123718022,106961.5
123580721,24777.5
123730553,64049.0
123702949,119919.5
123582560,102139.5
123681224,113762.5
123536012,101303.5
123553977,154668.0
123509498,118761.5
123575303,47026.0
123663659,38418.5
123642468,114278.0
123551379,129486.0
123690274,140101.5
123582933,53404.5
123704434,115188.0
123543153,79383.0
123611592,35833.5
123471822,91563.5
123521368,69328.0
123567205,54941.0
123553343,105223.0
123665258,133094.0
123536194,13248.0
123550743,92234.5
123426016,24399.5
123463965,150218.0
123679861,134844.0
123485456,56675.0
123527072,86015.0
123563372,3942.5
123698307,3990.5
123425312,84302.0
123443252,127953.5
123424754,33118.0
123622070,77668.5
123589723,131359.5
123690404,123615.5
123538450,78400.5
123571351,23732.0
123646602,114120.5
123678235,10250.5
123610129,36041.5
123696830,51298.5
123560045,46069.0
123677875,118187.5
123552394,151852.5
123575490,103614.5
123498168,73903.5
123526069,12160.0
123441936,153906.0
123543604,103075.0
123713377,119701.5
123612016,139452.0
123458250,14872.5
123555717,127915.5
123507063,152973.5
123696736,38797.5
123671624,47368.5
123472799,146199.5
123434930,37531.5
123537945,68519.0
123651729,123839.0
123661825,38092.5
123716415,153161.5
123548301,15959.5
123703133,26547.5
123645430,113587.0
123551462,88851.0
123635652,147311.0
123674535,81704.0
123541903,56393.0
123584524,20380.0
123717038,118486.0
123496222,86015.0
123601177,146100.5
123726084,135652.5
123510439,2052.5
123679886,80015.5
123663564,141397.5
123569677,38011.5
123493134,51053.5
123561599,35167.0
123447534,92158.5
123571650,97432.0
123638402,130450.0
123663134,129811.0
123458923,44354.5
123595360,74203.0
123441018,47958.5
123478328,161386.5
123634304,38653.5
123452887,161475.5
123568020,96812.5
123579837,87090.0
123496691,115951.0
123681725,52226.5
123437468,3032.0
123547768,134175.5
123684987,68838.0
123436520,125364.0
123594456,129597.5
123724413,148006.5
123619548,128032.5
123693063,68759.0
123587438,88629.5
123424744,152235.5
123446829,37504.5
123605167,13646.0
123670729,43638.0
123720007,24599.5
123452160,70411.0
123524213,105966.5
123503897,119074.0
123727947,27886.5
123641100,105676.5
123599939,113908.0
123542826,74688.0
123551425,62011.5
123433780,141546.0
123482710,92609.0
123515655,150507.5
123445733,113908.0
123449709,104360.0
123520353,62012.5
123498086,53006.0
123455891,64537.0
123481995,47637.0
123537350,115544.5
123697606,113679.0
123671367,144736.5
123617348,123404.0
123617098,45314.0
123488818,118172.0
123462169,93935.5
123629612,151195.0
123524642,20178.5
123467152,130668.0
123581387,152377.0
123599167,93436.5
123646472,152972.0
123575630,60539.0
123650661,99885.5
123557073,82930.0
123721093,78649.0
123621593,39400.5
123592738,47700.5
123722042,25811.0
123500072,109304.5
123663330,43257.0
123519511,123960.0
123448037,127887.0
123513616,147657.0
123603051,21051.5
123533015,41683.0
123464390,45159.0
123682858,44600.5
123622200,29880.5
123585250,121212.5
123680236,31543.0
123672432,37454.5
123605691,94302.0
123724856,119885.5
123612763,101033.5
123594350,164576.0
123715455,935.0
123604536,15007.0
123531918,308.0
123505482,90363.0
123686854,14803.0
123643369,133747.0
123485069,158624.5
123641907,135849.0
123629633,11913.5
123691622,129507.5
123435104,159345.0
123598286,120884.0
123552575,71801.0
123515065,124070.0
123713098,25377.5
123686226,53515.0
123494091,144301.0
123580865,108065.5
123499257,16874.5
123592715,6721.5
123722021,48081.5
123517539,22133.5
123659626,56020.5
123542181,72347.0
123669622,117758.0
123693278,38552.5
123619825,69429.0
123431188,59638.5
123640966,45484.0
123713721,143289.5
123450286,80893.0
123632957,72655.0
123544800,10422.5
123681029,139264.5
123492598,33268.0
123559161,27755.0
123586562,113085.0
123501044,144201.0
123711790,139746.0
123542242,151319.0
123686806,6764.0
123682609,2407.0
123474533,27679.0
123499844,128630.0
123617630,133656.0
123435099,163124.5
123654049,139125.5
123467373,113139.5
123634739,68345.5
123677929,77424.0
123639692,112467.0
123714860,33185.5
123568321,163971.0
123616345,126651.0
123655803,156618.5
123719420,81360.0
123517286,59485.5
123460457,8257.0
123704907,6435.5
123564284,66993.0
123650072,105371.0
123439708,103925.5
123644487,145192.5
123653776,27627.0
123607738,113818.0
123470707,2773.5
123498200,35241.0
123559397,110040.0
123618608,20540.5
123599222,70648.5
123608428,77764.0
123459389,133.0
123685381,78219.0
123640229,92861.0
123514370,22111.5
123558009,60902.5
123522229,11344.0
123610401,91374.0
123728199,60428.5
123424359,46095.5
123512557,105591.5
123437309,64659.0
123545832,52601.5
123645646,150250.0
123546541,108697.5
123608863,31154.0
123466055,93344.5
123575367,93071.5
123543811,117629.0
123578740,99644.0
123462525,75325.0
123461898,61685.0
123684371,44324.0
123714115,130109.5
123648785,102557.0
123544067,67353.5
123566288,137198.5
123682716,54547.0
123550072,39438.5
123617427,99814.5
123680499,157440.0
123661679,100545.5
123552622,127948.0
123526415,121102.5
123576504,10657.0
123558594,158257.5
123700563,133983.0
123675195,148401.5
123518967,89876.0
123454967,10392.5
123536863,101651.0
123443999,150350.5
123437704,93818.5
123519371,79147.0
123656876,79844.5
123706479,9687.0
123665108,59811.5
123722914,92083.0
123636109,34526.0
123516475,92866.0
123719752,7648.5
123456353,101672.5
123681949,142629.0
123503768,110907.0
123706299,44505.5
123709020,82393.5
123478420,15275.5
123588875,141405.0
123594248,44744.5
123435070,124489.0
123577164,91498.0
123424782,46600.5
123692754,122872.5
123675802,56213.0
123571799,158353.5
123453102,122222.5
123660072,163219.0
123626069,146724.5
123561277,105260.0
123563105,91916.0
123555692,125909.5
123573924,162882.5
123467677,1499.5
123535866,115913.0
123497837,131283.0
123707466,1332.5
123504910,145909.5
123727170,16539.0
123532950,29642.0
123663176,81241.5
123502023,113229.5
123438915,114004.5
123572066,121023.5
123506840,158258.0
123450176,70635.0
123708351,152152.0
123645674,94943.0
123563552,108985.0
123519213,67731.5
123642710,161072.5
123716296,143311.0
123450384,146759.5
123706294,116683.0
123504896,128576.5
123481356,70235.0
123584186,46956.5
123577770,69905.0
123447903,50315.0
123583501,79586.0
123628567,71505.0
123487921,77799.5
123473001,76186.0
123494046,119938.0
123648468,140824.5
123447339,74232.0
123713816,14272.5
123718977,54880.5
123427535,6660.5
123689824,37896.5
123599898,64109.0
123504156,145679.5
123529847,140614.0
123505067,120870.0
123668253,55627.0
123554210,132379.0
123629703,146871.5
123571990,120286.5
123641368,10369.5
123562416,140933.5
123543756,76572.0
123614679,60283.5
123626203,79381.0
123585438,52921.0
123569915,71632.5
123517587,54879.0
123461923,106226.0
123614190,89912.5
123452958,51287.0
123607658,141219.0
123497029,43712.0
123490253,28152.0
123435466,98838.0
123588725,105932.0
123720237,159261.0
123658526,44272.0
123644403,77434.0
123567443,33585.5
123571867,162105.5
123634861,95744.5
123570330,50722.0
123681918,132845.5
123633620,39956.0
123465694,4388.0
123643215,10410.5
123533333,107566.0
123586487,75531.5
123450561,45910.0
123503780,65943.5
123609923,93894.5
123623516,30448.5
123595209,113760.0
123628764,127353.5
123652222,150821.5
123659291,99576.5
123573838,132816.5
123495147,87773.0
123555215,130507.0
123525587,101463.5
123444524,100047.5
123628231,82289.0
123690678,62666.0
123428356,85835.5
123429903,17234.0
123424440,11960.0
123487712,10006.5
123528385,134997.0
123660676,22059.5
123477122,130198.5
123714818,12922.0
123716280,24423.0
123647498,46833.0
123607544,29223.0
123522523,69116.0
123480262,115156.5
123470633,21864.0
123496426,108624.0
123544559,69818.5
123652660,38180.0
123584986,103622.5
123628460,107238.5
123662499,59229.5
123723662,159275.0
123514382,107618.0
123690960,45017.0
123510229,144214.0
123494564,114253.0
123660796,102914.5
123610749,38939.5
123477382,160602.0
123481176,21197.5
123618097,159082.5
123629105,81998.5
123608214,78319.0
123637705,121069.0
123491955,44791.5
123722721,163465.0
123453918,111732.0
123725772,49295.0
123466623,104360.0
123554539,108067.5
123460209,10000.0
123671528,128580.0
123567589,91877.0
123463406,142836.0
123566345,139839.0
123475323,118371.0
123580209,8715.0
123590022,11396.5
123640599,160668.0
123501281,6101.5
123718588,32160.5
123629808,118528.0
123569024,14340.0
123624490,7975.5
123604316,133756.0
123619186,153417.5
123628910,90800.0
123646714,46331.0
123466528,102321.0
123611503,91003.5
123611185,135643.0
123424587,123573.0
123434140,85116.0
123626130,78517.0
123677968,20355.5
123678131,57069.0
123614696,21488.0
123493392,10376.5
123528646,94418.0
123505306,110655.0
123603909,104679.5
123691714,116871.5
123550975,23455.5
123681909,69930.5
123624500,111091.5
123426439,110075.5
123617073,55413.0
123499714,137666.0
123630468,157252.0
123427461,99624.5
123512271,157486.0
123699391,93417.0
123475084,152493.5
123586280,132210.5
123467121,77177.0
123725312,92888.5
123666352,37384.5
123563048,132911.5
123593569,109507.0
123635177,32982.0
123530740,63591.5
123516982,151624.0
123585510,52892.0
123548701,38058.5
123564520,126764.5
123468093,94602.0
123454845,52974.0
123470973,6071.5
123698027,94088.0
123542073,142402.0
123569820,111222.0
123548003,15445.5
123725809,111347.0
123465668,87477.5
123653556,120398.5
123533381,42207.5
123524464,119979.0
123566185,54179.0
123580535,38166.5
123595926,153261.5
123715153,101057.5
123554909,126906.5
123697983,42189.5
123585437,121363.0
123663880,33222.0
123424990,97848.0
123725958,4986.5
123607577,85173.0
123591055,57694.5
123638235,76846.0
123647947,111348.0
123620667,25453.5
123726141,3545.5
123586856,78385.0
123648100,49491.5
123542342,91877.0
123634205,1562.5
123677043,130864.5
123634440,161592.5
123625102,101156.5
123649435,93308.0
123432625,136328.5
123509905,27692.0
123488880,159981.5
123553834,112158.5
123599315,112944.5
123668179,142315.5
123609358,62882.5
123728707,114844.0
123730362,52399.5
123640878,78454.5
123486937,37350.0
123686951,121870.5
123573442,99448.5
123436242,96485.5
123531182,100423.5
123511302,77826.5
123658785,148509.0
123519302,87509.5
123457412,158116.5
