APPLICATION_NUMBER,TARGET
123627606,0.04220351
123562845,0.061843943
123500129,0.018187564
123525504,0.036134113
123545896,0.06766269
123598432,0.042377975
123694370,0.025175774
123470914,0.092166916
123725230,0.15846469
123638132,0.049404204
123501810,0.060897958
123687802,0.029743055
123520410,0.030733218
123625340,0.082951255
123563024,0.08692002
123430624,0.065676905
123723356,0.0562251
123653832,0.040831804
123483475,0.08267901
123481395,0.084652916
123520795,0.082780324
123615551,0.090934336
123661703,0.02460644
123705089,0.039095916
123506782,0.044450093
123513967,0.098602995
123711665,0.07000833
123644552,0.26500803
123574590,0.08404779
123645220,0.027753022
123677049,0.085361734
123622217,0.049316727
123655170,0.20550847
123696520,0.049663536
123523436,0.082846254
123468901,0.08251442
123553957,0.029768076
123606581,0.02677523
123662951,0.027991027
123593521,0.103430375
123702554,0.02149457
123634317,0.14071105
123431145,0.08247257
123500453,0.094990805
123685563,0.08272297
123615634,0.030154461
123502153,0.08230631
123664077,0.08141787
123708177,0.08928677
123682256,0.029845297
123588341,0.035914786
123511184,0.08426939
123429269,0.16593513
123498521,0.041770287
123537586,0.13139708
123681117,0.04909516
123596493,0.024760041
123658300,0.07702304
123709501,0.03856217
123496273,0.046915077
123723019,0.07216048
123482318,0.1596013
123526259,0.033852894
123705779,0.08269219
123667833,0.12558424
123603271,0.045362663
123458013,0.09155671
123632008,0.030866671
123497510,0.049971584
123464710,0.0832288
123450887,0.052542675
123640299,0.06324901
123506424,0.02513491
123692166,0.20551565
123722872,0.050172113
123469741,0.07864022
123721822,0.03006905
123479322,0.023005286
123560630,0.024961565
123690135,0.14107513
123637633,0.14018226
123710903,0.02784582
123628953,0.08267243
123717785,0.07589425
123712076,0.20853463
123440716,0.11165162
123498192,0.046658378
123647650,0.14187667
123719236,0.040617485
123610273,0.03049323
123551965,0.06696059
123445344,0.08520697
123608326,0.07867364
123646851,0.06609455
123592537,0.0823015
123588283,0.07433907
123662168,0.026136864
123535110,0.027899796
123702226,0.051533677
123624818,0.052851297
123559225,0.08272754
123692570,0.037483245
123684868,0.07689531
123672752,0.04418022
123656030,0.083091095
123665331,0.03680631
123485254,0.05450248
123563802,0.06118709
123681456,0.016885778
123448002,0.027965453
123427456,0.02803188
123591217,0.082951255
123613415,0.053874098
123553837,0.08645846
123681130,0.06661986
123719358,0.039128732
123622820,0.034555126
123543843,0.100695945
123485796,0.057464905
123682895,0.05322831
123446003,0.04580935
123466339,0.0572532
123653342,0.077041805
123432760,0.07768215
123717479,0.22577336
123538412,0.06993677
123690927,0.092689976
123528739,0.0343783
123625962,0.172456
123645363,0.028629387
123508617,0.15800197
123455450,0.02176335
123539196,0.07187263
123728144,0.1943496
123622702,0.039547507
123640741,0.025300127
123680812,0.052625995
123702168,0.04450942
123687171,0.07719276
123611957,0.08286532
123483404,0.05921491
123625287,0.054713137
123462798,0.030523062
123505170,0.042067826
123484538,0.08230428
123685886,0.25968343
123531897,0.39786744
123559443,0.0634476
123673349,0.12159729
123624051,0.024915043
123681003,0.037988283
123513409,0.02617813
123701394,0.1094373
123480096,0.08506619
123705345,0.11886863
123712856,0.03853034
123648649,0.021246139
123666212,0.26808962
123571097,0.028303316
123435811,0.14984693
123478450,0.13040574
123667608,0.16789563
123721307,0.090244874
123587981,0.04907898
123613525,0.032055154
123707621,0.06728543
123667583,0.08359413
123498755,0.32129806
123620409,0.07532867
123570958,0.1015446
123429920,0.12930241
123532534,0.08294306
123443310,0.0950524
123672562,0.066045515
123633744,0.02253918
123500529,0.08520697
123523887,0.069727845
123484387,0.08517496
123604630,0.07538087
123565692,0.031106764
123540898,0.05802349
123645888,0.08226446
123519541,0.036189023
123564581,0.10282358
123503368,0.120923996
123596015,0.07837011
123445358,0.2747811
123610988,0.082598925
123711095,0.067101315
123437761,0.057041306
123430796,0.06724786
123538507,0.08333751
123719796,0.082835086
123586990,0.08364225
123503459,0.06768488
123524785,0.09751626
123535311,0.0854462
123441137,0.04776623
123457332,0.10339324
123469710,0.06399431
123622591,0.032104008
123543042,0.35703737
123684355,0.17710134
123467301,0.08658174
123573461,0.09494973
123569617,0.022582373
123559306,0.11084682
123613245,0.022315571
123622845,0.077416606
123503443,0.044837326
123566575,0.025771812
123684269,0.046663065
123673910,0.14089343
123515000,0.023757102
123721433,0.0833276
123464374,0.07123186
123484635,0.30812734
123518190,0.08280742
123494279,0.08421
123432539,0.084982485
123606566,0.06561568
123569415,0.13524419
123525573,0.023541
123626449,0.05395361
123484944,0.066848226
123658126,0.041241664
123682788,0.055124916
123488689,0.08303319
123599820,0.026582772
123503635,0.09484372
123653316,0.082820475
123729002,0.050594836
123636260,0.052064024
123556742,0.071820796
123609994,0.082863286
123504935,0.040743094
123568556,0.08274613
123461557,0.0862158
123718353,0.08308255
123477634,0.094690606
123488922,0.10125445
123511328,0.085652076
123451298,0.09632529
123647843,0.035792883
123723230,0.2048159
123469512,0.05025991
123712495,0.051305603
123567727,0.08290316
123531976,0.08627234
123689093,0.08275743
123652390,0.033487123
123438214,0.123395525
123427015,0.083054766
123620700,0.07440596
123460980,0.032514296
123510475,0.01824017
123583795,0.042999912
123611575,0.08268535
123635551,0.045889735
123471116,0.035890866
123473869,0.08601098
123600664,0.050661333
123443238,0.045304727
123448663,0.15139404
123612156,0.083141774
123564264,0.11864443
123700636,0.04058961
123500755,0.044681087
123539851,0.09839543
123709208,0.06173123
123634565,0.08263229
123704199,0.082512386
123677517,0.024501245
123641308,0.19436167
123575475,0.12463359
123477344,0.08828111
123639162,0.058474623
123464061,0.08277829
123718022,0.08275946
123580721,0.03427421
123730553,0.046569012
123702949,0.08405915
123582560,0.08338932
123681224,0.084682204
123536012,0.083296716
123553977,0.16620132
123509498,0.08384784
123575303,0.047298577
123663659,0.03568825
123642468,0.08290547
123551379,0.09253069
123690274,0.1410047
123582933,0.042385567
123704434,0.08326931
123543153,0.08245565
123611592,0.042278904
123471822,0.07648109
123521368,0.0579054
123567205,0.056546688
123553343,0.08284112
123665258,0.10095521
123536194,0.029337654
123550743,0.084739305
123426016,0.03389045
123463965,0.16856472
123679861,0.08455999
123485456,0.046873696
123527072,0.07012552
123563372,0.021796625
123698307,0.020231664
123425312,0.088845655
123443252,0.11909572
123424754,0.032460276
123622070,0.054692876
123589723,0.09260105
123690404,0.08348866
123538450,0.05242479
123571351,0.03317582
123646602,0.08276003
123678235,0.029975127
123610129,0.040424056
123696830,0.046101652
123560045,0.059444867
123677875,0.08402959
123552394,0.1661391
123575490,0.08303116
123498168,0.07328333
123526069,0.027180415
123441936,0.18947916
123543604,0.084275365
123713377,0.09094702
123612016,0.16482644
123458250,0.027038995
123555717,0.08429825
123507063,0.19530666
123696736,0.04171966
123671624,0.058663715
123472799,0.14609717
123434930,0.03844786
123537945,0.056706816
123651729,0.12796104
123661825,0.042428434
123716415,0.15751064
123548301,0.034019105
123703133,0.030577686
123645430,0.083565265
123551462,0.08257309
123635652,0.14867374
123674535,0.06887172
123541903,0.055472396
123584524,0.028105404
123717038,0.08305273
123496222,0.095390245
123601177,0.18464033
123726084,0.1109604
123510439,0.020631688
123679886,0.06880157
123663564,0.11479424
123569677,0.044522084
123493134,0.05153384
123561599,0.03788555
123447534,0.0830189
123571650,0.085265175
123638402,0.08527892
123663134,0.09070359
123458923,0.050388772
123595360,0.067061886
123441018,0.039678827
123478328,0.32064447
123634304,0.032493893
123452887,0.31524906
123568020,0.091010086
123579837,0.0709371
123496691,0.08531763
123681725,0.05324797
123437468,0.02188286
123547768,0.1072122
123684987,0.0671979
123436520,0.07797325
123594456,0.10061847
123724413,0.099664286
123619548,0.08533494
123693063,0.060776316
123587438,0.08226242
123424744,0.11232941
123446829,0.038310762
123605167,0.024477148
123670729,0.036430214
123720007,0.027343776
123452160,0.059646446
123524213,0.09143156
123503897,0.106350854
123727947,0.0355148
123641100,0.08349753
123599939,0.10276411
123542826,0.048269223
123551425,0.052525558
123433780,0.11613043
123482710,0.08277829
123515655,0.15817103
123445733,0.08429825
123449709,0.08232534
123520353,0.057443094
123498086,0.0586168
123455891,0.04628493
123481995,0.05438148
123537350,0.0856003
123697606,0.086982325
123671367,0.15963247
123617348,0.08480662
123617098,0.043974392
123488818,0.09097071
123462169,0.08477923
123629612,0.1375306
123524642,0.03837528
123467152,0.1005592
123581387,0.15337124
123599167,0.08314167
123646472,0.18327242
123575630,0.06208828
123650661,0.064525865
123557073,0.07163512
123721093,0.053722672
123621593,0.052602857
123592738,0.04727349
123722042,0.027316576
123500072,0.08426939
123663330,0.04042871
123519511,0.08451118
123448037,0.08382879
123513616,0.14482117
123603051,0.032112267
123533015,0.034580678
123464390,0.051773846
123682858,0.039892662
123622200,0.03910166
123585250,0.0968223
123680236,0.033949815
123672432,0.03655641
123605691,0.08810469
123724856,0.08480866
123612763,0.082840934
123594350,0.3467753
123715455,0.022520963
123604536,0.02860004
123531918,0.017413134
123505482,0.08310999
123686854,0.029201288
123643369,0.103742704
123485069,0.22351341
123641907,0.091599114
123629633,0.028348958
123691622,0.09506634
123435104,0.25164348
123598286,0.09797227
123552575,0.060002904
123515065,0.10537966
123713098,0.03727282
123686226,0.049987633
123494091,0.11432334
123580865,0.08303319
123499257,0.024807982
123592715,0.02219259
123722021,0.036450323
123517539,0.03204104
123659626,0.043306105
123542181,0.059806883
123669622,0.083431505
123693278,0.039477218
123619825,0.059369862
123431188,0.0525117
123640966,0.058549333
123713721,0.1344243
123450286,0.07550714
123632957,0.0556925
123544800,0.026217695
123681029,0.1043754
123492598,0.03643594
123559161,0.032017842
123586562,0.09168176
123501044,0.14421806
123711790,0.120152794
123542242,0.14060065
123686806,0.020578753
123682609,0.019919407
123474533,0.040387824
123499844,0.07795949
123617630,0.0848818
123435099,0.22243483
123654049,0.11033652
123467373,0.07688751
123634739,0.057752676
123677929,0.07091018
123639692,0.08309634
123714860,0.034538798
123568321,0.3919223
123616345,0.10377314
123655803,0.18384163
123719420,0.08274011
123517286,0.05722242
123460457,0.021519518
123704907,0.022083368
123564284,0.061741762
123650072,0.082512386
123439708,0.08269825
123644487,0.1469497
123653776,0.036601104
123607738,0.084838346
123470707,0.020235505
123498200,0.037689675
123559397,0.08334657
123618608,0.030174157
123599222,0.067837045
123608428,0.07960667
123459389,0.016379973
123685381,0.07146932
123640229,0.08226446
123514370,0.030280316
123558009,0.0556989
123522229,0.023840394
123610401,0.08329876
123728199,0.068220116
123424359,0.04391581
123512557,0.08275946
123437309,0.047019172
123545832,0.045578152
123645646,0.13473186
123546541,0.08429825
123608863,0.03499704
123466055,0.082780324
123575367,0.08269219
123543811,0.084561504
123578740,0.062288724
123462525,0.06180069
123461898,0.07969699
123684371,0.039992064
123714115,0.11420135
123648785,0.083265774
123544067,0.05849389
123566288,0.14161065
123682716,0.043806177
123550072,0.033543598
123617427,0.08247053
123680499,0.23226199
123661679,0.07886234
123552622,0.084456116
123526415,0.084850475
123576504,0.031657256
123558594,0.22727844
123700563,0.09687916
123675195,0.10920799
123518967,0.06619594
123454967,0.023864865
123536863,0.082780324
123443999,0.16644062
123437704,0.08286532
123519371,0.06635059
123656876,0.06390447
123706479,0.025657887
123665108,0.05257548
123722914,0.08090552
123636109,0.03885185
123516475,0.07333441
123719752,0.023266498
123456353,0.082820475
123681949,0.09171822
123503768,0.08251442
123706299,0.047656536
123709020,0.066085696
123478420,0.028844696
123588875,0.1314135
123594248,0.039394114
123435070,0.09631369
123577164,0.08271738
123424782,0.050363243
123692754,0.08281459
123675802,0.052407157
123571799,0.24713583
123453102,0.085361734
123660072,0.32755503
123626069,0.15043814
123561277,0.06247001
123563105,0.05597055
123555692,0.09387827
123573924,0.28118142
123467677,0.01998614
123535866,0.09169737
123497837,0.10920999
123707466,0.020512447
123504910,0.1496702
123727170,0.02420609
123532950,0.03846153
123663176,0.056392055
123502023,0.08338932
123438915,0.08311184
123572066,0.07637656
123506840,0.26070133
123450176,0.053817324
123708351,0.17675012
123645674,0.08338932
123563552,0.08239336
123519213,0.06731083
123642710,0.27845988
123716296,0.114594795
123450384,0.1465331
123706294,0.095835984
123504896,0.109843925
123481356,0.047521662
123584186,0.045959413
123577770,0.053914092
123447903,0.04026722
123583501,0.07499923
123628567,0.05794351
123487921,0.0606956
123473001,0.06264283
123494046,0.08431157
123648468,0.11076566
123447339,0.069602385
123713816,0.029970795
123718977,0.051835515
123427535,0.024014536
123689824,0.037067033
123599898,0.05375103
123504156,0.14634739
123529847,0.109661125
123505067,0.09891318
123668253,0.05562266
123554210,0.08517499
123629703,0.13087437
123571990,0.082512386
123641368,0.023913965
123562416,0.10970733
123543756,0.06708692
123614679,0.05195871
123626203,0.06944391
123585438,0.04555303
123569915,0.05867835
123517587,0.057188004
123461923,0.082569346
123614190,0.07137662
123452958,0.04894347
123607658,0.14290975
123497029,0.039799497
123490253,0.0380579
123435466,0.08271738
123588725,0.079146065
123720237,0.19785985
123658526,0.04764245
123644403,0.08606823
123567443,0.032943644
123571867,0.2736894
123634861,0.092347085
123570330,0.043640815
123681918,0.10641192
123633620,0.034505267
123465694,0.026397368
123643215,0.02611661
123533333,0.08573495
123586487,0.06759594
123450561,0.045027323
123503780,0.06702412
123609923,0.082780324
123623516,0.031936176
123595209,0.083815195
123628764,0.08027129
123652222,0.2263881
123659291,0.082361795
123573838,0.08966061
